surface_id,role,menu_xmlid,parent_menu_xmlid_chain,navigation_path,action_xmlid,model,source_module,required_groups,capability,acl_read,acl_create,acl_write,record_rule_exists,record_rules,product_policy_released,policy_release_state,role_root_allowed,role_blocked,http_statuses,load_result,old_70_membership,final_decision,decision_reason,exposure_mode,primary_group,task_key,journey_refs,entry_reason,context_parent
FE-AUD-fixture_role_finance-50,finance,smart_construction_core.menu_sc_borrowing_request,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_fund_account_group,系统菜单 / 财务中心 / 资金往来办理 / 借款申请,smart_construction_core.action_sc_financing_loan_borrowing_request,sc.financing.loan,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_borrowing_request,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_fund_account_group
FE-AUD-fixture_role_finance-51,finance,smart_construction_core.menu_sc_repayment_registration,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_fund_account_group,系统菜单 / 财务中心 / 资金往来办理 / 还款登记,smart_construction_core.action_sc_expense_claim_repayment_registration,sc.expense.claim,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_repayment_registration,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_fund_account_group
FE-AUD-fixture_role_finance-52,finance,smart_construction_core.menu_sc_treasury_reconciliation,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_fund_account_group,系统菜单 / 财务中心 / 资金往来办理 / 资金对账,smart_construction_core.action_sc_treasury_reconciliation,sc.treasury.reconciliation,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_treasury_reconciliation,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,PRIMARY_NAV,财务办理,finance.reconciliation,"J05,E2E-07",独立高频任务或正式旅程入口,
FE-AUD-fixture_role_finance-53,finance,smart_construction_core.menu_sc_contractor_project_repay,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_fund_account_group,系统菜单 / 财务中心 / 资金往来办理 / 承包人还项目款,smart_construction_core.action_sc_expense_claim_contractor_project_repay,sc.expense.claim,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_contractor_project_repay,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_fund_account_group
FE-AUD-fixture_role_finance-54,finance,smart_construction_core.menu_sc_contractor_project_borrow,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_fund_account_group,系统菜单 / 财务中心 / 资金往来办理 / 承包人借项目款,smart_construction_core.action_sc_financing_loan_contractor_project_borrow,sc.financing.loan,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_contractor_project_borrow,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_fund_account_group
FE-AUD-fixture_role_finance-55,finance,smart_construction_core.menu_sc_project_borrow_company,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_fund_account_group,系统菜单 / 财务中心 / 资金往来办理 / 项目借公司款登记,smart_construction_core.action_sc_financing_loan_project_borrow_company,sc.financing.loan,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_project_borrow_company,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_fund_account_group
FE-AUD-fixture_role_finance-56,finance,smart_construction_core.menu_sc_project_repay_company,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_fund_account_group,系统菜单 / 财务中心 / 资金往来办理 / 项目还公司款登记,smart_construction_core.action_sc_expense_claim_project_repay_company,sc.expense.claim,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_project_repay_company,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_fund_account_group
FE-AUD-fixture_role_finance-57,finance,smart_construction_core.menu_sc_financing_loan_registration,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_fund_account_group,系统菜单 / 财务中心 / 资金往来办理 / 贷款登记,smart_construction_core.action_sc_financing_loan_registration,sc.financing.loan,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_financing_loan_registration,true,true,true,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_fund_account_group
FE-AUD-fixture_role_finance-58,finance,smart_construction_core.menu_sc_self_funding_advance_income,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_fund_account_group,系统菜单 / 财务中心 / 资金往来办理 / 自筹垫付办理,smart_construction_core.action_sc_self_funding_registration_income,sc.self.funding.registration,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_self_funding_advance_income,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_fund_account_group
FE-AUD-fixture_role_finance-59,finance,smart_construction_core.menu_sc_self_funding_advance_refund,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_fund_account_group,系统菜单 / 财务中心 / 资金往来办理 / 自筹退回办理,smart_construction_core.action_sc_self_funding_registration_refund,sc.self.funding.registration,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_self_funding_advance_refund,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_fund_account_group
FE-AUD-fixture_role_finance-60,finance,smart_construction_core.menu_sc_fund_account_between_user,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_fund_account_group,系统菜单 / 财务中心 / 资金往来办理 / 账户间资金往来,smart_construction_core.action_sc_fund_account_between_user,sc.fund.account.operation,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_fund_account_between_user,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_fund_account_group
FE-AUD-fixture_role_finance-61,finance,smart_construction_core.menu_sc_fund_transfer_out,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_fund_account_group,系统菜单 / 财务中心 / 资金往来办理 / 资金划拨,smart_construction_core.action_sc_fund_transfer_out,sc.fund.account.operation,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_fund_transfer_out,true,true,true,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_fund_account_group
FE-AUD-fixture_role_finance-62,finance,smart_construction_core.menu_sc_fund_transfer_between,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_fund_account_group,系统菜单 / 财务中心 / 资金往来办理 / 资金调拨,smart_construction_core.action_sc_fund_transfer_between,sc.fund.account.operation,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_fund_transfer_between,true,true,true,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_fund_account_group
FE-AUD-fixture_role_finance-63,finance,smart_construction_core.menu_sc_fund_balance_adjustment,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_fund_account_group,系统菜单 / 财务中心 / 资金往来办理 / 余额调整,smart_construction_core.action_sc_fund_balance_adjustment,sc.fund.account.operation,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_fund_balance_adjustment,true,true,true,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_fund_account_group
FE-AUD-fixture_role_finance-64,finance,smart_construction_core.menu_sc_fund_daily_user_report,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_fund_account_group,系统菜单 / 财务中心 / 资金往来办理 / 资金日报表,smart_construction_core.action_sc_fund_daily_user_report,sc.fund.account.operation,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_fund_daily_user_report,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,PRIMARY_NAV,财务分析,finance.daily_report,"J05,E2E-09",独立高频任务或正式旅程入口,
FE-AUD-fixture_role_finance-65,finance,smart_construction_core.menu_sc_deduction_bill,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_noncash_business_group,系统菜单 / 财务中心 / 扣款与非现金 / 扣款登记,smart_construction_core.action_sc_expense_claim_deduction_bill,sc.expense.claim,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_deduction_bill,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_noncash_business_group
FE-AUD-fixture_role_finance-66,finance,smart_construction_core.menu_sc_reimbursement_request,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_expense_reimbursement_group,系统菜单 / 财务中心 / 费用与保证金 / 报销申请,smart_construction_core.action_sc_expense_claim_reimbursement_request,sc.expense.claim,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_reimbursement_request,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_expense_reimbursement_group
FE-AUD-fixture_role_finance-67,finance,smart_construction_core.menu_sc_expense_claim,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_expense_reimbursement_group,系统菜单 / 财务中心 / 费用与保证金 / 费用报销单,smart_construction_core.action_sc_expense_claim_expense,sc.expense.claim,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_expense_claim,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_expense_reimbursement_group
FE-AUD-fixture_role_finance-68,finance,smart_construction_core.menu_sc_project_expense_claim,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_expense_reimbursement_group,系统菜单 / 财务中心 / 费用与保证金 / 项目费用报销单,smart_construction_core.action_sc_expense_claim_project,sc.expense.claim,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_project_expense_claim,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_expense_reimbursement_group
FE-AUD-fixture_role_finance-69,finance,smart_construction_core.menu_sc_deduction_paid,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_expense_reimbursement_group,系统菜单 / 财务中心 / 费用与保证金 / 扣款实缴登记,smart_construction_core.action_sc_expense_claim_deduction_paid,sc.expense.claim,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_deduction_paid,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_expense_reimbursement_group
FE-AUD-fixture_role_finance-70,finance,smart_construction_core.menu_sc_deduction_paid_refund,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_expense_reimbursement_group,系统菜单 / 财务中心 / 费用与保证金 / 扣款实缴退回,smart_construction_core.action_sc_expense_claim_deduction_paid_refund,sc.expense.claim,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_deduction_paid_refund,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_expense_reimbursement_group
FE-AUD-fixture_role_finance-71,finance,smart_construction_core.menu_sc_company_deduction,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_expense_reimbursement_group,系统菜单 / 财务中心 / 费用与保证金 / 公司扣款,smart_construction_core.action_sc_expense_claim_expense,sc.expense.claim,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_company_deduction,true,true,true,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_expense_reimbursement_group
FE-AUD-fixture_role_finance-72,finance,smart_construction_core.menu_sc_company_income,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_expense_reimbursement_group,系统菜单 / 财务中心 / 费用与保证金 / 公司收入,smart_construction_core.action_sc_receipt_income,sc.receipt.income,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_company_income,true,true,true,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_expense_reimbursement_group
FE-AUD-fixture_role_finance-73,finance,smart_construction_core.menu_sc_bid_deposit_pay,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_expense_reimbursement_group,系统菜单 / 财务中心 / 费用与保证金 / 投标保证金支付,smart_construction_core.action_sc_bid_deposit_pay,sc.expense.claim,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_bid_deposit_pay,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_expense_reimbursement_group
FE-AUD-fixture_role_finance-74,finance,smart_construction_core.menu_sc_bid_deposit_return,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_expense_reimbursement_group,系统菜单 / 财务中心 / 费用与保证金 / 投标保证金退回,smart_construction_core.action_sc_bid_deposit_return,sc.expense.claim,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_bid_deposit_return,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_expense_reimbursement_group
FE-AUD-fixture_role_finance-75,finance,smart_construction_core.menu_sc_company_expense,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_expense_reimbursement_group,系统菜单 / 财务中心 / 费用与保证金 / 公司支出,smart_construction_core.action_sc_payment_execution,sc.payment.execution,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_company_expense,true,true,true,true,smart_construction_core.rule_sc_finance_manager_payment_execution|smart_construction_core.rule_sc_finance_read_payment_execution|smart_construction_core.rule_sc_finance_user_payment_execution,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_expense_reimbursement_group
FE-AUD-fixture_role_finance-76,finance,smart_construction_core.menu_sc_contract_deposit_register,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_expense_reimbursement_group,系统菜单 / 财务中心 / 费用与保证金 / 合同保证金支付,smart_construction_core.action_sc_contract_deposit_pay,sc.expense.claim,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_contract_deposit_register,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_expense_reimbursement_group
FE-AUD-fixture_role_finance-77,finance,smart_construction_core.menu_sc_contract_deposit_return,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_expense_reimbursement_group,系统菜单 / 财务中心 / 费用与保证金 / 合同保证金退回,smart_construction_core.action_sc_contract_deposit_return,sc.expense.claim,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_contract_deposit_return,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_expense_reimbursement_group
FE-AUD-fixture_role_finance-78,finance,smart_construction_core.menu_sc_advance_fund,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_expense_reimbursement_group,系统菜单 / 财务中心 / 费用与保证金 / 备用金,smart_construction_core.action_sc_expense_claim_advance_fund,sc.expense.claim,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_advance_fund,true,true,true,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_expense_reimbursement_group
FE-AUD-fixture_role_finance-79,finance,smart_construction_core.menu_sc_borrowing_bill,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_expense_reimbursement_group,系统菜单 / 财务中心 / 费用与保证金 / 借款单,smart_construction_core.action_sc_financing_loan_borrowing,sc.financing.loan,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_borrowing_bill,true,true,true,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_expense_reimbursement_group
FE-AUD-fixture_role_finance-80,finance,smart_construction_core.menu_sc_repayment_bill,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_expense_reimbursement_group,系统菜单 / 财务中心 / 费用与保证金 / 还款单,smart_construction_core.action_sc_expense_claim_repayment,sc.expense.claim,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_repayment_bill,true,true,true,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_expense_reimbursement_group
FE-AUD-fixture_role_finance-81,finance,smart_construction_core.menu_sc_expense_reimbursement_group,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center,系统菜单 / 财务中心 / 费用与保证金,smart_construction_core.action_sc_expense_claim_reimbursement_request,sc.expense.claim,smart_construction_core,,catalog.menu.smart_construction_core_menu_sc_expense_reimbursement_group,true,true,true,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_finance_center
FE-AUD-fixture_role_project_a_member-4,project_member,smart_construction_core.menu_sc_site_documents,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_project_center > smart_construction_core.menu_sc_doc_center,系统菜单 / 项目中心 / 施工资料 / 现场资料,smart_construction_core.action_sc_project_document,sc.project.document,smart_construction_core,smart_construction_core.group_sc_cap_project_read,catalog.menu.smart_construction_core_menu_sc_site_documents,true,false,false,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_doc_center
FE-AUD-fixture_role_project_a_member-5,project_member,smart_construction_core.menu_sc_project_project,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_project_center > smart_construction_core.menu_sc_project_management_group,系统菜单 / 项目中心 / 项目管理 / 项目台账,smart_construction_core.action_sc_project_list,project.project,smart_construction_core,smart_construction_core.group_sc_cap_project_read,catalog.menu.smart_construction_core_menu_sc_project_project,true,false,false,true,project.project_comp_rule|project.project_public_members_rule|smart_construction_core.rule_sc_project_read_project_project,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,PRIMARY_NAV,项目工作,member.my_projects,"J03,E2E-01,E2E-10",独立高频任务或正式旅程入口,
