surface_id,role,menu_xmlid,parent_menu_xmlid_chain,navigation_path,action_xmlid,model,source_module,required_groups,capability,acl_read,acl_create,acl_write,record_rule_exists,record_rules,product_policy_released,policy_release_state,role_root_allowed,role_blocked,http_statuses,load_result,old_70_membership,final_decision,decision_reason
FE-AUD-fixture_role_finance-67,finance,smart_construction_core.menu_sc_expense_claim,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_expense_reimbursement_group,系统菜单 / 财务中心 / 费用与保证金 / 费用报销单,smart_construction_core.action_sc_expense_claim_expense,sc.expense.claim,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_expense_claim,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-68,finance,smart_construction_core.menu_sc_project_expense_claim,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_expense_reimbursement_group,系统菜单 / 财务中心 / 费用与保证金 / 项目费用报销单,smart_construction_core.action_sc_expense_claim_project,sc.expense.claim,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_project_expense_claim,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-69,finance,smart_construction_core.menu_sc_deduction_paid,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_expense_reimbursement_group,系统菜单 / 财务中心 / 费用与保证金 / 扣款实缴登记,smart_construction_core.action_sc_expense_claim_deduction_paid,sc.expense.claim,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_deduction_paid,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-70,finance,smart_construction_core.menu_sc_deduction_paid_refund,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_expense_reimbursement_group,系统菜单 / 财务中心 / 费用与保证金 / 扣款实缴退回,smart_construction_core.action_sc_expense_claim_deduction_paid_refund,sc.expense.claim,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_deduction_paid_refund,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-71,finance,smart_construction_core.menu_sc_company_deduction,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_expense_reimbursement_group,系统菜单 / 财务中心 / 费用与保证金 / 公司扣款,smart_construction_core.action_sc_expense_claim_expense,sc.expense.claim,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_company_deduction,true,true,true,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-72,finance,smart_construction_core.menu_sc_company_income,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_expense_reimbursement_group,系统菜单 / 财务中心 / 费用与保证金 / 公司收入,smart_construction_core.action_sc_receipt_income,sc.receipt.income,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_company_income,true,true,true,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-73,finance,smart_construction_core.menu_sc_bid_deposit_pay,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_expense_reimbursement_group,系统菜单 / 财务中心 / 费用与保证金 / 投标保证金支付,smart_construction_core.action_sc_bid_deposit_pay,sc.expense.claim,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_bid_deposit_pay,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-74,finance,smart_construction_core.menu_sc_bid_deposit_return,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_expense_reimbursement_group,系统菜单 / 财务中心 / 费用与保证金 / 投标保证金退回,smart_construction_core.action_sc_bid_deposit_return,sc.expense.claim,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_bid_deposit_return,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-75,finance,smart_construction_core.menu_sc_company_expense,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_expense_reimbursement_group,系统菜单 / 财务中心 / 费用与保证金 / 公司支出,smart_construction_core.action_sc_payment_execution,sc.payment.execution,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_company_expense,true,true,true,true,smart_construction_core.rule_sc_finance_manager_payment_execution|smart_construction_core.rule_sc_finance_read_payment_execution|smart_construction_core.rule_sc_finance_user_payment_execution,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-76,finance,smart_construction_core.menu_sc_contract_deposit_register,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_expense_reimbursement_group,系统菜单 / 财务中心 / 费用与保证金 / 合同保证金支付,smart_construction_core.action_sc_contract_deposit_pay,sc.expense.claim,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_contract_deposit_register,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-77,finance,smart_construction_core.menu_sc_contract_deposit_return,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_expense_reimbursement_group,系统菜单 / 财务中心 / 费用与保证金 / 合同保证金退回,smart_construction_core.action_sc_contract_deposit_return,sc.expense.claim,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_contract_deposit_return,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-78,finance,smart_construction_core.menu_sc_advance_fund,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_expense_reimbursement_group,系统菜单 / 财务中心 / 费用与保证金 / 备用金,smart_construction_core.action_sc_expense_claim_advance_fund,sc.expense.claim,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_advance_fund,true,true,true,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-79,finance,smart_construction_core.menu_sc_borrowing_bill,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_expense_reimbursement_group,系统菜单 / 财务中心 / 费用与保证金 / 借款单,smart_construction_core.action_sc_financing_loan_borrowing,sc.financing.loan,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_borrowing_bill,true,true,true,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-80,finance,smart_construction_core.menu_sc_repayment_bill,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center > smart_construction_core.menu_sc_expense_reimbursement_group,系统菜单 / 财务中心 / 费用与保证金 / 还款单,smart_construction_core.action_sc_expense_claim_repayment,sc.expense.claim,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_repayment_bill,true,true,true,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-81,finance,smart_construction_core.menu_sc_expense_reimbursement_group,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_finance_center,系统菜单 / 财务中心 / 费用与保证金,smart_construction_core.action_sc_expense_claim_reimbursement_request,sc.expense.claim,smart_construction_core,,catalog.menu.smart_construction_core_menu_sc_expense_reimbursement_group,true,true,true,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
FE-AUD-fixture_role_finance-82,finance,smart_construction_core.menu_sc_operating_metrics_project,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_projection_root,系统菜单 / 智慧大屏 / 公司驾驶舱,smart_construction_core.action_sc_operating_metrics_project,sc.operating.metrics.project,smart_construction_core,smart_construction_core.group_sc_cap_cost_read|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_project_read,catalog.menu.smart_construction_core_menu_sc_operating_metrics_project,true,false,false,false,,true,released,false,false,200,empty,false,DENIED_BY_CAPABILITY,outside_role_allowlisted_roots
FE-AUD-fixture_role_finance-83,finance,smart_construction_core.menu_sc_project_dashboard,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_projection_root,系统菜单 / 智慧大屏 / 项目驾驶舱,smart_construction_core.action_project_dashboard,project.project,smart_construction_core,smart_construction_core.group_sc_cap_project_read,catalog.menu.smart_construction_core_menu_sc_project_dashboard,true,false,false,true,project.project_comp_rule|project.project_public_members_rule|smart_construction_core.rule_sc_project_read_project_project,true,released,false,false,200,empty,false,DENIED_BY_CAPABILITY,outside_role_allowlisted_roots
FE-AUD-fixture_role_finance-84,finance,smart_construction_core.menu_sc_dashboard_fund_cockpit_fact,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_projection_root,系统菜单 / 智慧大屏 / 资金驾驶舱,smart_construction_core.action_sc_dashboard_fund_cockpit_fact,sc.dashboard.cockpit.fact,smart_construction_core,,catalog.menu.smart_construction_core_menu_sc_dashboard_fund_cockpit_fact,true,true,true,false,,true,released,false,false,200,empty,false,DENIED_BY_CAPABILITY,outside_role_allowlisted_roots
FE-AUD-fixture_role_finance-85,finance,smart_construction_core.menu_sc_dashboard_cost_cockpit_fact,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_projection_root,系统菜单 / 智慧大屏 / 成本驾驶舱,smart_construction_core.action_sc_dashboard_cost_cockpit_fact,sc.dashboard.cockpit.fact,smart_construction_core,,catalog.menu.smart_construction_core_menu_sc_dashboard_cost_cockpit_fact,true,true,true,false,,true,released,false,false,200,empty,false,DENIED_BY_CAPABILITY,outside_role_allowlisted_roots
FE-AUD-fixture_role_finance-86,finance,smart_construction_core.menu_sc_cost_big_screen_delivery,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_projection_root,系统菜单 / 智慧大屏 / 成本大屏,smart_construction_core.action_sc_cost_big_screen_delivery,sc.dashboard.cockpit.fact,smart_construction_core,smart_construction_core.group_sc_cap_cost_manager|smart_construction_core.group_sc_cap_cost_read|smart_construction_core.group_sc_cap_cost_user|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_cost_big_screen_delivery,true,true,true,false,,true,released,false,false,200,empty,false,DENIED_BY_CAPABILITY,outside_role_allowlisted_roots
FE-AUD-fixture_role_finance-87,finance,smart_construction_core.menu_sc_operation_big_screen_delivery,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_projection_root,系统菜单 / 智慧大屏 / 经营大屏,smart_construction_core.action_sc_operation_big_screen_delivery,sc.operating.metrics.project,smart_construction_core,smart_construction_core.group_sc_cap_cost_read|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_project_read,catalog.menu.smart_construction_core_menu_sc_operation_big_screen_delivery,true,false,false,false,,true,released,false,false,200,empty,false,DENIED_BY_CAPABILITY,outside_role_allowlisted_roots
FE-AUD-fixture_role_finance-88,finance,smart_construction_core.menu_sc_ar_ap_project_summary,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_data_center > smart_construction_core.menu_sc_finance_analysis_group,系统菜单 / 统计分析 / 财务分析 / 客户账款,smart_construction_core.action_sc_ar_ap_project_summary,sc.ar.ap.project.summary,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_contract_manager|smart_construction_core.group_sc_cap_contract_read|smart_construction_core.group_sc_cap_contract_user|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_ar_ap_project_summary,true,false,false,false,,true,released,false,false,200,empty,false,DENIED_BY_CAPABILITY,outside_role_allowlisted_roots
FE-AUD-fixture_role_finance-89,finance,smart_construction_core.menu_sc_ar_ap_company_summary,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_data_center > smart_construction_core.menu_sc_finance_analysis_group,系统菜单 / 统计分析 / 财务分析 / 供应商账款,smart_construction_core.action_sc_ar_ap_company_summary,sc.ar.ap.company.summary,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_contract_manager|smart_construction_core.group_sc_cap_contract_read|smart_construction_core.group_sc_cap_contract_user|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_ar_ap_company_summary,true,false,false,false,,true,released,false,false,200,empty,false,DENIED_BY_CAPABILITY,outside_role_allowlisted_roots
FE-AUD-fixture_role_finance-90,finance,smart_construction_core.menu_sc_treasury_ledger_income,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_data_center > smart_construction_core.menu_sc_finance_analysis_group,系统菜单 / 统计分析 / 财务分析 / 收款统计表,smart_construction_core.action_sc_treasury_ledger_income,sc.treasury.ledger,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_treasury_ledger_income,true,true,true,true,smart_construction_core.rule_sc_finance_manager_treasury_ledger|smart_construction_core.rule_sc_finance_read_treasury_ledger|smart_construction_core.rule_sc_finance_user_treasury_ledger,true,released,false,false,200,empty,false,DENIED_BY_CAPABILITY,outside_role_allowlisted_roots
FE-AUD-fixture_role_finance-91,finance,smart_construction_core.menu_payment_ledger,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_data_center > smart_construction_core.menu_sc_finance_analysis_group,系统菜单 / 统计分析 / 财务分析 / 付款统计表,smart_construction_core.action_sc_treasury_ledger_payment,sc.treasury.ledger,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_payment_ledger,true,true,true,true,smart_construction_core.rule_sc_finance_manager_treasury_ledger|smart_construction_core.rule_sc_finance_read_treasury_ledger|smart_construction_core.rule_sc_finance_user_treasury_ledger,true,released,false,false,200,empty,false,DENIED_BY_CAPABILITY,outside_role_allowlisted_roots
FE-AUD-fixture_role_finance-92,finance,smart_construction_core.menu_sc_treasury_ledger,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_data_center > smart_construction_core.menu_sc_finance_analysis_group,系统菜单 / 统计分析 / 财务分析 / 资金台账,smart_construction_core.action_sc_treasury_ledger,sc.treasury.ledger,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_treasury_ledger,true,true,true,true,smart_construction_core.rule_sc_finance_manager_treasury_ledger|smart_construction_core.rule_sc_finance_read_treasury_ledger|smart_construction_core.rule_sc_finance_user_treasury_ledger,true,released,false,false,200,empty,false,DENIED_BY_CAPABILITY,outside_role_allowlisted_roots
FE-AUD-fixture_role_finance-93,finance,smart_construction_core.menu_sc_fund_daily_summary,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_data_center > smart_construction_core.menu_sc_finance_analysis_group,系统菜单 / 统计分析 / 财务分析 / 企业资金日报汇总,smart_construction_core.action_sc_fund_daily_summary,sc.fund.daily.summary,smart_construction_core,smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_fund_daily_summary,true,false,false,false,,true,released,false,false,200,empty,false,DENIED_BY_CAPABILITY,outside_role_allowlisted_roots
FE-AUD-fixture_role_finance-94,finance,smart_construction_core.menu_sc_comprehensive_cost_statistics_report,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_data_center > smart_construction_core.menu_sc_cost_report_group,系统菜单 / 统计分析 / 成本报表 / 成本统计表（综合）,smart_construction_core.action_sc_comprehensive_cost_statistics_report,sc.comprehensive.cost.summary,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_contract_manager|smart_construction_core.group_sc_cap_contract_read|smart_construction_core.group_sc_cap_contract_user|smart_construction_core.group_sc_cap_cost_manager|smart_construction_core.group_sc_cap_cost_read|smart_construction_core.group_sc_cap_cost_user|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_comprehensive_cost_statistics_report,true,false,false,false,,true,released,false,false,200,empty,false,DENIED_BY_CAPABILITY,outside_role_allowlisted_roots
FE-AUD-fixture_role_finance-95,finance,smart_construction_core.menu_sc_input_invoice_detail_report,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_data_center > smart_construction_core.menu_sc_cost_report_group,系统菜单 / 统计分析 / 成本报表 / 进项发票明细表,smart_construction_core.action_sc_input_invoice_detail_report,sc.invoice.registration,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_input_invoice_detail_report,true,true,true,false,,true,released,false,false,200,empty,false,DENIED_BY_CAPABILITY,outside_role_allowlisted_roots
FE-AUD-fixture_role_finance-96,finance,smart_construction_core.menu_sc_invoice_analysis_report,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_data_center > smart_construction_core.menu_sc_cost_report_group,系统菜单 / 统计分析 / 成本报表 / 发票分析报表,smart_construction_core.action_sc_invoice_analysis_report,sc.invoice.registration,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_invoice_analysis_report,true,true,true,false,,true,released,false,false,200,empty,false,DENIED_BY_CAPABILITY,outside_role_allowlisted_roots
FE-AUD-fixture_role_finance-97,finance,smart_construction_core.menu_sc_invoice_category_summary_report,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_data_center > smart_construction_core.menu_sc_cost_report_group,系统菜单 / 统计分析 / 成本报表 / 发票分类汇总表,smart_construction_core.action_sc_invoice_category_summary,sc.invoice.category.summary,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_invoice_category_summary_report,true,false,false,false,,true,released,false,false,200,empty,false,DENIED_BY_CAPABILITY,outside_role_allowlisted_roots
FE-AUD-fixture_role_finance-98,finance,smart_construction_core.menu_sc_expense_reimbursement_summary_report,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_data_center > smart_construction_core.menu_sc_cost_report_group,系统菜单 / 统计分析 / 成本报表 / 报销统计,smart_construction_core.action_sc_expense_reimbursement_summary,sc.expense.reimbursement.summary,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_expense_reimbursement_summary_report,true,false,false,false,,true,released,false,false,200,empty,false,DENIED_BY_CAPABILITY,outside_role_allowlisted_roots
FE-AUD-fixture_role_finance-99,finance,smart_construction_core.menu_sc_salary_summary_report,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_data_center > smart_construction_core.menu_sc_cost_report_group,系统菜单 / 统计分析 / 成本报表 / 工资统计表,smart_construction_core.action_sc_salary_summary,sc.salary.summary,smart_construction_core,smart_construction_core.group_sc_cap_business_config_admin|smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_salary_summary_report,true,false,false,false,,true,released,false,false,200,empty,false,DENIED_BY_CAPABILITY,outside_role_allowlisted_roots
FE-AUD-fixture_role_finance-100,finance,smart_construction_core.menu_sc_project_operation_statistics_report,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_tax_center > smart_construction_core.menu_sc_tax_finance_report_group,系统菜单 / 税务中心 / 财税报表 / 项目经营统计表,smart_construction_core.action_sc_project_operation_statistics_report,sc.operating.metrics.project,smart_construction_core,smart_construction_core.group_sc_cap_cost_read|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_project_read,catalog.menu.smart_construction_core_menu_sc_project_operation_statistics_report,true,false,false,false,,true,released,false,false,200,empty,false,DENIED_BY_CAPABILITY,outside_role_allowlisted_roots
FE-AUD-fixture_role_finance-101,finance,smart_construction_core.menu_sc_company_operation_summary_report,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_tax_center > smart_construction_core.menu_sc_tax_finance_report_group,系统菜单 / 税务中心 / 财税报表 / 公司经营情况表,smart_construction_core.action_sc_company_operation_summary,sc.company.operation.summary,smart_construction_core,smart_construction_core.group_sc_cap_cost_manager|smart_construction_core.group_sc_cap_cost_read|smart_construction_core.group_sc_cap_cost_user|smart_construction_core.group_sc_cap_finance_manager|smart_construction_core.group_sc_cap_finance_read|smart_construction_core.group_sc_cap_finance_user,catalog.menu.smart_construction_core_menu_sc_company_operation_summary_report,true,false,false,false,,true,released,false,false,200,empty,false,DENIED_BY_CAPABILITY,outside_role_allowlisted_roots
FE-AUD-fixture_role_finance-102,finance,smart_construction_core.menu_sc_workspace_my_project,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_workspace_center,系统菜单 / 首页 / 我的项目,smart_construction_core.action_sc_project_my_list,project.project,smart_construction_core,smart_construction_core.group_sc_cap_project_read,catalog.menu.smart_construction_core_menu_sc_workspace_my_project,true,false,false,true,project.project_comp_rule|project.project_public_members_rule|smart_construction_core.rule_sc_project_read_project_project,true,released,false,false,200,empty,false,DENIED_BY_CAPABILITY,outside_role_allowlisted_roots
FE-AUD-fixture_role_finance-103,finance,smart_construction_core.menu_sc_workbench_my_todo_fact,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_workspace_center,系统菜单 / 首页 / 我的待办,smart_construction_core.action_sc_workbench_my_todo_fact,sc.workbench.item,smart_construction_core,smart_construction_core.group_sc_internal_user,catalog.menu.smart_construction_core_menu_sc_workbench_my_todo_fact,true,true,true,false,,true,released,false,false,200,empty,false,DENIED_BY_CAPABILITY,outside_role_allowlisted_roots
FE-AUD-fixture_role_finance-104,finance,smart_construction_core.menu_sc_workbench_my_approval_fact,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_workspace_center,系统菜单 / 首页 / 我的审批,smart_construction_core.action_sc_workbench_my_approval_fact,sc.workbench.item,smart_construction_core,smart_construction_core.group_sc_internal_user,catalog.menu.smart_construction_core_menu_sc_workbench_my_approval_fact,true,true,true,false,,true,released,false,false,200,empty,false,DENIED_BY_CAPABILITY,outside_role_allowlisted_roots
FE-AUD-fixture_role_project_a_member-1,project_member,smart_construction_core.menu_sc_project_tender,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_project_center > smart_construction_core.menu_sc_tender_management_group,系统菜单 / 项目中心 / 投标管理 / 投标项目,smart_construction_core.action_tender_bid,tender.bid,smart_construction_core,smart_construction_core.group_sc_cap_project_read,catalog.menu.smart_construction_core_menu_sc_project_tender,false,false,false,false,,true,released,true,false,403,permission,false,DENIED_BY_CAPABILITY,model_read_acl_denied
FE-AUD-fixture_role_project_a_member-2,project_member,smart_construction_core.menu_sc_tender_prepare,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_project_center > smart_construction_core.menu_sc_tender_management_group,系统菜单 / 项目中心 / 投标管理 / 投标准备,smart_construction_core.action_sc_tender_prepare,tender.bid,smart_construction_core,smart_construction_core.group_sc_cap_project_read,catalog.menu.smart_construction_core_menu_sc_tender_prepare,false,false,false,false,,true,released,true,false,403,permission,false,DENIED_BY_CAPABILITY,model_read_acl_denied
FE-AUD-fixture_role_project_a_member-3,project_member,smart_construction_core.menu_sc_tender_won,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_project_center > smart_construction_core.menu_sc_tender_management_group,系统菜单 / 项目中心 / 投标管理 / 中标记录,smart_construction_core.action_sc_tender_won,tender.bid,smart_construction_core,smart_construction_core.group_sc_cap_project_read,catalog.menu.smart_construction_core_menu_sc_tender_won,false,false,false,false,,true,released,true,false,403,permission,false,DENIED_BY_CAPABILITY,model_read_acl_denied
FE-AUD-fixture_role_project_a_member-4,project_member,smart_construction_core.menu_sc_site_documents,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_project_center > smart_construction_core.menu_sc_doc_center,系统菜单 / 项目中心 / 施工资料 / 现场资料,smart_construction_core.action_sc_project_document,sc.project.document,smart_construction_core,smart_construction_core.group_sc_cap_project_read,catalog.menu.smart_construction_core_menu_sc_site_documents,true,false,false,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid
