model,table,python_path,views,actions,menus,ACL,record_rules,cron,seed,record_count,runtime_references,report_dependencies,frontend_contract_dependencies,customer_adapter_dependencies,classification,final_owner,decision_evidence
sc.legacy.project.fund.balance.fact,sc_legacy_project_fund_balance_fact,product:addons/smart_construction_core/models/support/legacy_project_fund_balance_fact.py,product:addons/smart_construction_core/views/support/audit_list_fields_views.xml;product:addons/smart_construction_core/views/support/legacy_project_fund_balance_views.xml,product:addons/smart_construction_core/views/support/legacy_project_fund_balance_views.xml,,,,,,755,product:addons/smart_construction_core/models/projection/ar_ap_project_summary.py,product:addons/smart_construction_core/models/projection/ar_ap_project_summary.py,,,CUSTOMER_LEGACY_CARRIER,private_customer_legacy_module,bridge_manifest_customer_history_name_and_runtime_dependency_inventory
sc.legacy.project.map,sc_legacy_project_map,product:addons/smart_construction_core/models/support/business_entity.py,product:addons/smart_construction_core/views/support/audit_list_fields_views.xml;product:addons/smart_construction_core/views/support/business_entity_views.xml,product:addons/smart_construction_core/views/support/business_entity_views.xml,product:addons/smart_construction_core/views/support/business_entity_views.xml,,,,,44,product:addons/smart_construction_core/models/support/workflow_contract_service.py,,,,CUSTOMER_LEGACY_CARRIER,private_customer_legacy_module,bridge_manifest_customer_history_name_and_runtime_dependency_inventory
sc.legacy.project.operation.report.fact,sc_legacy_project_operation_report_fact,product:addons/smart_construction_core/models/support/legacy_project_operation_report_fact.py,,,,,,,,693,product:addons/smart_construction_core/models/projection/project_operation_summary.py,product:addons/smart_construction_core/models/projection/project_operation_summary.py,,,CUSTOMER_LEGACY_CARRIER,private_customer_legacy_module,bridge_manifest_customer_history_name_and_runtime_dependency_inventory
sc.legacy.purchase.contract.fact,sc_legacy_purchase_contract_fact,product:addons/smart_construction_core/models/support/legacy_purchase_contract_fact.py,product:addons/smart_construction_core/views/core/expense_business_fact_taxonomy_views.xml;product:addons/smart_construction_core/views/support/audit_list_fields_views.xml;product:addons/smart_construction_core/views/support/legacy_purchase_contract_views.xml,product:addons/smart_construction_core/data/contract_tier_actions.xml;product:addons/smart_construction_core/views/core/expense_business_fact_taxonomy_views.xml;product:addons/smart_construction_core/views/support/legacy_purchase_contract_views.xml;product:addons/smart_construction_core/views/support/tier_review_views.xml,product:addons/smart_construction_core/views/core/expense_business_fact_taxonomy_views.xml;product:addons/smart_construction_core/views/support/legacy_purchase_contract_views.xml,,,,product:addons/smart_construction_core/data/approval_policy_seed.xml;product:addons/smart_construction_core/data/contract_tier_actions.xml;product:addons/smart_construction_core/data/sequence.xml,49,product:addons/smart_construction_core/models/support/approval_policy.py;product:addons/smart_construction_core/models/support/workflow_contract_service.py,,,,CUSTOMER_LEGACY_CARRIER,private_customer_legacy_module,bridge_manifest_customer_history_name_and_runtime_dependency_inventory
sc.legacy.receipt.income.fact,sc_legacy_receipt_income_fact,product:addons/smart_construction_core/models/support/legacy_receipt_income_fact.py,product:addons/smart_construction_core/views/support/audit_list_fields_views.xml;product:addons/smart_construction_core/views/support/legacy_receipt_income_views.xml,product:addons/smart_construction_core/views/support/legacy_finance_internal_views.xml,product:addons/smart_construction_core/views/support/legacy_finance_internal_views.xml,,,,,11121,product:addons/smart_construction_core/core_extension_policy_maps.py;product:addons/smart_construction_core/models/support/legacy_engineering_progress_receipt.py,,,,CUSTOMER_LEGACY_CARRIER,private_customer_legacy_module,bridge_manifest_customer_history_name_and_runtime_dependency_inventory
sc.legacy.receipt.residual.fact,sc_legacy_receipt_residual_fact,product:addons/smart_construction_core/models/support/legacy_receipt_residual_fact.py,,,,,,,,2075,product:addons/smart_construction_core/models/support/partner_business_fact_line.py;product:addons/smart_construction_core/models/support/partner_legacy.py,,,,CUSTOMER_LEGACY_CARRIER,private_customer_legacy_module,bridge_manifest_customer_history_name_and_runtime_dependency_inventory
sc.legacy.report.inventory,sc_legacy_report_inventory,external_customer_legacy_module/models/legacy_report_inventory.py,external_customer_legacy_module/views/legacy_report_inventory_audit_views.xml;external_customer_legacy_module/views/legacy_report_inventory_views.xml,external_customer_legacy_module/views/legacy_report_inventory_views.xml,external_customer_legacy_module/views/legacy_report_inventory_views.xml,,,,,18,,external_customer_legacy_module/views/legacy_report_inventory_audit_views.xml;external_customer_legacy_module/views/legacy_report_inventory_views.xml,,,CUSTOMER_LEGACY_CARRIER,private_customer_legacy_module,owned_manifest_and_zero_copy_upgrade
sc.legacy.salary.line,sc_legacy_salary_line,external_customer_legacy_module/models/legacy_owned_v2.py,,,,,,,,0,,,,,CUSTOMER_LEGACY_CARRIER,private_customer_legacy_module,owned_manifest_and_zero_copy_upgrade
sc.legacy.scbs.fact.staging,sc_legacy_scbs_fact_staging,external_customer_legacy_module/models/legacy_owned_v2.py,,,,,,,,15223,,,,,CUSTOMER_LEGACY_CARRIER,private_customer_legacy_module,owned_manifest_and_zero_copy_upgrade
sc.legacy.scbs.material.map,sc_legacy_scbs_material_map,external_customer_legacy_module/models/legacy_owned_v2.py,,,,,,,,1657,,,,,CUSTOMER_LEGACY_CARRIER,private_customer_legacy_module,owned_manifest_and_zero_copy_upgrade
sc.legacy.self.funding.fact,sc_legacy_self_funding_fact,product:addons/smart_construction_core/models/support/legacy_self_funding_fact.py,product:addons/smart_construction_core/views/support/audit_list_fields_views.xml;product:addons/smart_construction_core/views/support/legacy_self_funding_views.xml,product:addons/smart_construction_core/views/support/legacy_self_funding_views.xml,,,,,,6699,product:addons/smart_construction_core/models/core/self_funding_registration.py;product:addons/smart_construction_core/models/projection/ar_ap_project_summary.py;product:addons/smart_construction_core/models/projection/finance_business_fact.py;product:addons/smart_construction_core/models/support/product_policy_sync.py,product:addons/smart_construction_core/models/projection/ar_ap_project_summary.py;product:addons/smart_construction_core/models/projection/finance_business_fact.py,,,CUSTOMER_LEGACY_CARRIER,private_customer_legacy_module,bridge_manifest_customer_history_name_and_runtime_dependency_inventory
sc.legacy.supplier.contract.pricing.fact,sc_legacy_supplier_contract_pricing_fact,product:addons/smart_construction_core/models/support/legacy_supplier_contract_pricing_fact.py,product:addons/smart_construction_core/views/menu_business_taxonomy.xml;product:addons/smart_construction_core/views/support/audit_list_fields_views.xml;product:addons/smart_construction_core/views/support/legacy_engineering_progress_receipt_views.xml;product:addons/smart_construction_core/views/support/legacy_supplier_contract_pricing_views.xml,product:addons/smart_construction_core/views/menu_business_taxonomy.xml;product:addons/smart_construction_core/views/support/legacy_engineering_progress_receipt_views.xml;product:addons/smart_construction_core/views/support/legacy_supplier_contract_pricing_views.xml,product:addons/smart_construction_core/views/menu_business_taxonomy.xml;product:addons/smart_construction_core/views/support/legacy_engineering_progress_receipt_views.xml,,,,,5594,product:addons/smart_construction_core/models/projection/ar_ap_project_summary.py;product:addons/smart_construction_core/models/projection/comprehensive_cost_summary.py;product:addons/smart_construction_core/models/support/partner_business_fact_line.py;product:addons/smart_construction_core/models/support/partner_legacy.py,product:addons/smart_construction_core/models/projection/ar_ap_project_summary.py;product:addons/smart_construction_core/models/projection/comprehensive_cost_summary.py,,external_customer_legacy_module/attachment_lineage_mapping_v1.json,CUSTOMER_LEGACY_CARRIER,private_customer_legacy_module,bridge_manifest_customer_history_name_and_runtime_dependency_inventory
sc.legacy.task.evidence,sc_legacy_task_evidence,external_customer_legacy_module/models/legacy_owned_v2.py,,,,,,,,78822,,,,,CUSTOMER_LEGACY_CARRIER,private_customer_legacy_module,owned_manifest_and_zero_copy_upgrade
sc.legacy.tax.deduction.fact,sc_legacy_tax_deduction_fact,product:addons/smart_construction_core/models/support/legacy_tax_deduction_fact.py,product:addons/smart_construction_core/views/support/audit_list_fields_views.xml;product:addons/smart_construction_core/views/support/legacy_tax_deduction_views.xml,product:addons/smart_construction_core/views/support/legacy_tax_deduction_views.xml,,,,,,4915,product:addons/smart_construction_core/models/projection/ar_ap_project_summary.py,product:addons/smart_construction_core/models/projection/ar_ap_project_summary.py,,,CUSTOMER_LEGACY_CARRIER,private_customer_legacy_module,bridge_manifest_customer_history_name_and_runtime_dependency_inventory
sc.legacy.tender.guarantee.report.fact,sc_legacy_tender_guarantee_report_fact,external_customer_legacy_module/models/legacy_tender_guarantee_report_fact.py,external_customer_legacy_module/views/legacy_tender_guarantee_views.xml,external_customer_legacy_module/views/legacy_tender_guarantee_views.xml,,,,,,7698,,,,,CUSTOMER_LEGACY_CARRIER,private_customer_legacy_module,owned_manifest_and_zero_copy_upgrade
sc.legacy.tender.registration.fact,sc_legacy_tender_registration_fact,external_customer_legacy_module/models/legacy_tender_registration_fact.py,external_customer_legacy_module/views/legacy_tender_registration_views.xml,external_customer_legacy_module/views/legacy_tender_registration_views.xml,external_customer_legacy_module/views/legacy_tender_registration_views.xml,,,,,2848,,,,,CUSTOMER_LEGACY_CARRIER,private_customer_legacy_module,owned_manifest_and_zero_copy_upgrade
sc.legacy.user.priority.menu.plan,sc_legacy_user_priority_menu_plan,external_customer_legacy_module/models/legacy_user_priority_menu_plan.py,external_customer_legacy_module/views/legacy_user_priority_menu_plan_views.xml,external_customer_legacy_module/views/legacy_user_priority_menu_plan_views.xml,external_customer_legacy_module/views/legacy_user_priority_menu_plan_views.xml,,,,,55,,,,,CUSTOMER_LEGACY_CARRIER,private_customer_legacy_module,owned_manifest_and_zero_copy_upgrade
sc.legacy.user.profile,sc_legacy_user_profile,product:addons/smart_construction_core/models/support/legacy_user_context.py,product:addons/smart_construction_core/views/support/audit_list_fields_views.xml;product:addons/smart_construction_core/views/support/legacy_user_context_views.xml,product:addons/smart_construction_core/views/support/legacy_user_context_views.xml,product:addons/smart_construction_core/views/support/legacy_user_context_views.xml,,,,,140,product:addons/smart_construction_core/core_extension.py;product:addons/smart_construction_core/models/support/p1_daily_business_visible_alias_fields.py;product:addons/smart_construction_core/models/support/partner_legacy.py;product:addons/smart_construction_core/models/support/runtime_user_management.py,,,,CUSTOMER_LEGACY_CARRIER,private_customer_legacy_module,bridge_manifest_customer_history_name_and_runtime_dependency_inventory
sc.legacy.user.project.scope,sc_legacy_user_project_scope,product:addons/smart_construction_core/models/support/legacy_user_context.py,product:addons/smart_construction_core/views/support/audit_list_fields_views.xml;product:addons/smart_construction_core/views/support/legacy_user_context_views.xml,product:addons/smart_construction_core/views/support/legacy_user_context_views.xml,product:addons/smart_construction_core/views/support/legacy_user_context_views.xml,,,,,90871,,,,,CUSTOMER_LEGACY_CARRIER,private_customer_legacy_module,bridge_manifest_customer_history_name_and_runtime_dependency_inventory
sc.legacy.user.role,sc_legacy_user_role,product:addons/smart_construction_core/models/support/legacy_user_context.py,product:addons/smart_construction_core/views/support/audit_list_fields_views.xml;product:addons/smart_construction_core/views/support/legacy_user_context_views.xml,product:addons/smart_construction_core/views/support/legacy_user_context_views.xml,product:addons/smart_construction_core/views/support/legacy_user_context_views.xml,,,,,330,,,,,CUSTOMER_LEGACY_CARRIER,private_customer_legacy_module,bridge_manifest_customer_history_name_and_runtime_dependency_inventory
sc.legacy.workflow.audit,sc_legacy_workflow_audit,product:addons/smart_construction_core/models/support/legacy_workflow_audit.py,product:addons/smart_construction_core/views/support/audit_list_fields_views.xml;product:addons/smart_construction_core/views/support/legacy_workflow_audit_views.xml,product:addons/smart_construction_core/views/support/legacy_workflow_audit_views.xml,,,,,,79702,product:addons/smart_construction_core/models/support/history_todo.py,,,,CUSTOMER_LEGACY_CARRIER,private_customer_legacy_module,bridge_manifest_customer_history_name_and_runtime_dependency_inventory
sc.legacy.workflow.detail.fact,sc_legacy_workflow_detail_fact,external_customer_legacy_module/models/legacy_workflow_detail_fact.py,external_customer_legacy_module/views/legacy_workflow_detail_views.xml,external_customer_legacy_module/views/legacy_workflow_detail_views.xml,external_customer_legacy_module/views/legacy_workflow_detail_views.xml,,,,,0,,,,,CUSTOMER_LEGACY_CARRIER,private_customer_legacy_module,owned_manifest_and_zero_copy_upgrade
sc.project.member.staging,sc_project_member_staging,external_customer_legacy_module/models/legacy_owned_v2.py,,,,,,,,23190,,,,external_customer_legacy_module/attachment_lineage_mapping_v1.json,CUSTOMER_LEGACY_CARRIER,private_customer_legacy_module,owned_manifest_and_zero_copy_upgrade
sc.tender.guarantee.summary,sc_tender_guarantee_summary,external_customer_legacy_module/models/legacy_tender_guarantee_summary.py,external_customer_legacy_module/views/legacy_tender_guarantee_summary_views.xml,external_customer_legacy_module/views/legacy_tender_guarantee_summary_views.xml,,,,,,2826,,external_customer_legacy_module/views/legacy_tender_guarantee_summary_views.xml,,,CUSTOMER_LEGACY_CARRIER,private_customer_legacy_module,owned_manifest_and_zero_copy_upgrade
