model,field_name,label,dependency_kind,formal_target_field,view_contract,search_sort_compatibility,formal_business_authority,approval_dependency,statistics_dependency,risk,proposed_action
sc.expense.claim,p1_visible_b6fed9af8313,日期,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,date_claim;fill_date,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.expense.claim,p1_visible_bb7c7aeff3e4,收款人,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,payee;receipt_account_name;partner_id,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.expense.claim,p1_visible_c33f247470b1,报销类别,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,expense_type;claim_type,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.expense.claim,p1_visible_c6b9a8cfdb21,付款方式,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,payment_method,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.expense.claim,p1_visible_ce44aa844fbd,事项说明,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,summary;note,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.expense.claim,p1_visible_d3ebd50d724b,已付款金额,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,paid_amount;approved_amount;amount,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.expense.claim,p1_visible_d890d302f7f7,付款金额,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,amount;approved_amount;paid_amount,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.expense.claim,p1_visible_dacbd33c31fd,付款账户名称,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,payment_account_name,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.expense.claim,p1_visible_dbbcd74271cd,上缴内容,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,summary;expense_type;note,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.expense.claim,p1_visible_dca067f698a7,还款时间,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,date_claim;fill_date,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.expense.claim,p1_visible_df728e732617,报销种类,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,expense_type;claim_type,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.expense.claim,p1_visible_dfc25d77dc39,录入时间,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,created_time,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.expense.claim,p1_visible_e0361480e3a5,备注,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,summary;note,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.expense.claim,p1_visible_ee6a4d9e2956,录入人,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,creator_name;applicant_name,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.expense.claim,p1_visible_f13b158f80f7,借款利率,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,note,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.expense.claim,p1_visible_f22832ce4781,推送结果,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,state,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.expense.claim,p1_visible_f65ab1a8427f,借款人,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,applicant_name;payee;partner_id,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.expense.claim,p1_visible_f75550069cae,借款金额,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,amount;approved_amount,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.expense.claim,p1_visible_f79e589b11f6,报销金额,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,amount;approved_amount,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_06d4e36b5786,申请部门,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,financing_loan_request_department,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_06fa8c6f628f,单据状态,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,state,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_099f8b5c680a,贷款账户,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,loan_account,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_0f6aab17d203,约定期限,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,due_date,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_160ebab6202d,借款账号,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,financing_loan_borrow_account,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_21f4d7e3c978,实际借款金额,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,financing_loan_actual_loan_amount,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_25b047589d9e,开户银行,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,financing_loan_bank_name,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_26cbd48d6c5a,借款类型,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,financing_loan_loan_type_display,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_393c1d188de6,贷款利息,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,rate_label,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_3bee2141cdb1,到期利息,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,rate_label,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_3e7255522b33,项目名称,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,project_id,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_3f91cf4fc953,付款单位,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,payer_unit,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_49a5d541678c,收款账户,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,receipt_account,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_547c71732ac4,借款利息,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,rate_label,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_5dd6b34dec39,往来单位账户,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,counterparty_account,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_628f2a7878b3,贷款银行,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,loan_bank_name,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_701ce5416c52,未还款金额,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,amount,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_71e47f617269,填写人,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,creator_name,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_7a915500e3a7,是否预算内,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,financing_loan_budget_included,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_7c49c8f25a7a,用途,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,purpose;note,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_880ab989a872,申请人,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,creator_name,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_886e0fcaba60,申请金额,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,financing_loan_request_amount,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_8ab2d41e7757,贷款金额,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,amount,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_8fa8662ad38f,单据编号,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,document_no;name,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_94c4852ffb13,公司名称,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,company_name,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_94f294dac442,还款账户,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,repayment_account,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_982d68c74aeb,还款日期,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,due_date;document_date,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_99f6fe6c41ad,附件,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,attachment_ids;message_attachment_count,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_9c075c710f62,还款金额,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,amount,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_9eb4e5019601,往来单位名称,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,counterparty_name,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_a12b85cb38e6,年利率,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,rate_label,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_a5b7f233fadc,利息,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,rate_label,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_a97833656ba0,实际年利率,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,rate_label,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_b3620ea08897,实际还款天数,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,due_date,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_b72214024f6c,预计归还时间,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,financing_loan_expected_return_time,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_bb7c7aeff3e4,收款人,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,partner_id,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_ccfa1326c88f,收款单位,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,partner_id,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_da7f7ebd086f,主要资金使用安排,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,financing_loan_fund_usage_plan,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_dca067f698a7,还款时间,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,due_date;document_date,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_dfc25d77dc39,录入时间,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,created_time,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_e0361480e3a5,备注,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,note;purpose,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_e242a03dd5b6,贷款日期,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,document_date,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_e85ad6ea52fd,申请时间,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,financing_loan_request_time,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_ed43f478ec3d,贷款天数,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,due_date,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_ee6a4d9e2956,录入人,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,creator_name,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_f13b158f80f7,借款利率,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,rate_label,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_f256aa66ca92,实际批复金额,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,financing_loan_approved_amount,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_f65ab1a8427f,借款人,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,partner_id,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.financing.loan,p1_visible_f75550069cae,借款金额,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,amount,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.fund.account,p1_visible_0b959af0bd69,开户账号,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,account_no,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.fund.account,p1_visible_0fb499e9ebc9,账户状态,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,state;active,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.fund.account,p1_visible_256ffb1df96a,是否默认账号,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,is_default,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.fund.account,p1_visible_3e7255522b33,项目名称,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,project_id,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.fund.account,p1_visible_3f2da24264f0,账号名称,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,name,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.fund.account,p1_visible_8fa8662ad38f,单据编号,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,name,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.fund.account,p1_visible_a82dee991619,初期余额,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,opening_balance,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.fund.account,p1_visible_bd1bb9040d11,录入来源,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,source_origin,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.fund.account,p1_visible_c9bb0821eed9,排序号,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,sequence,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.fund.account,p1_visible_d8347d8e9fac,账号户名,UNRESOLVED_DISPLAY_COMPATIBILITY,,true,true,false,false,false,CRITICAL_UNRESOLVED_FORMAL_SOURCE,"Obtain business decision; do not infer a target, sort, aggregate or migrate automatically."
sc.fund.account,p1_visible_dfc25d77dc39,录入时间,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,source_created_at,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.fund.account,p1_visible_ee6a4d9e2956,录入人,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,source_created_by,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.fund.account,p1_visible_ef38c6c5245f,账户操作,UNRESOLVED_DISPLAY_COMPATIBILITY,,true,true,false,false,false,CRITICAL_UNRESOLVED_FORMAL_SOURCE,"Obtain business decision; do not infer a target, sort, aggregate or migrate automatically."
sc.fund.account,p1_visible_f22832ce4781,推送结果,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,state,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.fund.account,p1_visible_f462c3c4fc87,是否过渡账户,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,fixed_account,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.fund.account,p1_visible_f63da5b6950e,账号类型,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,account_type,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.fund.account.operation,p1_visible_0675851fc19e,事由,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,operation_reason;note,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.fund.account.operation,p1_visible_06fa8c6f628f,单据状态,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,state,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.fund.account.operation,p1_visible_34943c40c9af,金额,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,amount,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.fund.account.operation,p1_visible_3e7255522b33,项目名称,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,project_id,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.fund.account.operation,p1_visible_43f67c096554,账户号码,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,fund_account_id;source_account_id;target_account_id,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.fund.account.operation,p1_visible_49a5d541678c,收款账户,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,target_account_id,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.fund.account.operation,p1_visible_51f85a78cac4,发生时间,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,operation_date;created_time,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.fund.account.operation,p1_visible_8fa8662ad38f,单据编号,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,name,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.fund.account.operation,p1_visible_99f6fe6c41ad,附件,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,attachment_ids;message_attachment_count,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.fund.account.operation,p1_visible_df6e7b1e9eac,转账类别,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,operation_type,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.fund.account.operation,p1_visible_dfc25d77dc39,录入时间,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,created_time,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.fund.account.operation,p1_visible_e0361480e3a5,备注,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,note,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.fund.account.operation,p1_visible_ee6a4d9e2956,录入人,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,creator_name,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.hr.payroll.document,p1_visible_06fa8c6f628f,单据状态,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,state,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.hr.payroll.document,p1_visible_0e251e3ec516,人员状态,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,employee_status,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.hr.payroll.document,p1_visible_1329bae177ec,财务支出登记状态,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,state,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.hr.payroll.document,p1_visible_1e62803e196c,单据日期,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,business_date,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.hr.payroll.document,p1_visible_3e7255522b33,项目名称,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,project_id;payer_unit;payout_unit,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.hr.payroll.document,p1_visible_3f253e92f54e,人员类型,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,employee_type,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.hr.payroll.document,p1_visible_3f2c92346bec,登记时间,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,business_date;source_created_at;create_date,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.hr.payroll.document,p1_visible_4b4bd90c12ba,补助事由,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,item_type,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.hr.payroll.document,p1_visible_4fdb9ce5c61b,证书费用,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,certificate_fee,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.hr.payroll.document,p1_visible_51d806399a4e,月份,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,period_month,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.hr.payroll.document,p1_visible_57301575f310,购买人数,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,people_count,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.hr.payroll.document,p1_visible_60beedc8f22b,联系方式,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,contact_phone,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.hr.payroll.document,p1_visible_62e951a692ff,状态,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,state,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
sc.hr.payroll.document,p1_visible_66819a676970,发放单位,DISPLAY_SEARCH_EXPORT_COMPATIBILITY,payout_unit;payer_unit,true,true,false,false,false,HIGH_GLOBAL_DEFINITION,"Migrate display/view identity to formal fields, then retire alias by controlled upgrade."
